제목,등록일,연도,출처,최신판,판수,URL,URL2,계열키
코로나바이러스감염증-19 치료제 사용 안내서(제13-1판) 개정 안내,2024.11.26,2024,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/228249/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228242/artclView.do,코로나바이러스감염증19치료제사용서
제3판 의료관련감염 집단발생 대응 안내,2024.11.26,2024,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/228248/artclView.do,,의료관련감염집단발생대응
2024 시설별 인플루엔자 관리지침(사업장용),2024.11.18,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228247/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228246/artclView.do,2024시설별인플루엔자관리지침
2024년 제1급감염병(동물인플루엔자 인체감염증) 대응지침(2024.10월),2024.10.29,2024,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/228244/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228171/artclView.do,제1급감염병대응지침
"엠폭스 관리지침(2024.11, 제2-1판) 개정판",2024.10.29,2024,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/228243/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228225/artclView.do,엠폭스관리지침
HIV 감염인 진료를 위한 의료기관 길라잡이,2024.10.14,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228241/artclView.do,,HIV감염인진료를위한의료기관길라잡이
법정감염병 진단검사 통합지침 제4-1판,2024.10.02,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228240/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20241002112654295&q_clsfNo=-1,법정감염병진단검사통합지침제41판
항생제 적정사용 관리 시범사업 관련 지침 등,2024.09.27,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228239/artclView.do,,항생제적정사용관리시범사업관련지침등
’24~’25절기 코로나19 임시예방접종 지원사업 지침,2024.09.23,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228238/artclView.do,,’24~’25절기코로나19임시예방접종지원사업지침
｢2024년도 엔테로바이러스 감염증‧수족구병 관리지침｣ 일부 개정,2024.09.13,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228237/artclView.do,,｢엔테로바이러스감염증수족구병관리지침｣일부
2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do,,진드기설치류매개감염병관리지침일부
「2024년도 바이러스간염(A형·B형·C형·E형) 관리지침」일부 개정,2024.08.29,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228235/artclView.do,,바이러스간염관리지침일부
2024년도 코로나바이러스감염증-19 관리지침 개정(2024.8.16),2024.08.16,2024,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/228233/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228223/artclView.do,코로나바이러스감염증19관리지침
2024년도 코로나바이러스감염증-19 관리지침 개정본(2024.8.16.),2024.08.16,2024,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240816210535386&q_clsfNo=-1,,코로나바이러스감염증19관리지침본
성인 패혈증 초기치료지침서,2024.08.08,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228232/artclView.do,,성인패혈증초기치료지침서
유흥분야 종사자 건강진단 Q&A,2024.07.24,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228231/artclView.do,,유흥분야종사자건강진단Q&A
의료인을 위한 말라리아 예방 및 관리 안내서(소책자),2024.07.18,2024,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228230/artclView.do,,의료인을위한말라리아예방관리서
감염병 과학 정보의 효과적 소통을 위한 가이드라인,2024.07.10,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228229/artclView.do,,감염병과학정보의효과적소통을위한가이드라인
2024년 법정감염병 진단 신고 기준 지침,2024.07.09,2024,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/228228/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240530142828593&q_clsfNo=-1,법정감염병진단신고기준지침
"2024-2025절기 인플루엔자 국가예방접종 지원사업 관리지침(보건소용, 의료기관용)",2024.07.08,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228227/artclView.do,,20242025절기인플루엔자국가예방접종지원사업관리지침
감염관리실 업무 지침서,2024.07.05,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228226/artclView.do,,감염관리실업무지침서
투약 준비 관련 감염관리 권고안,2024.06.20,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228224/artclView.do,,투약준비관련감염관리권고안
제1급감염병 대응지침 4종 개정(2024년 1월),2024.06.20,2024,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240620130843258&q_clsfNo=-1,,제1급감염병대응지침4종
2024 검역업무지침,2024.06.12,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228222/artclView.do,,2024검역업무지침
2024년도 옴 예방관리 안내서,2024.06.10,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228221/artclView.do,,옴예방관리서
결핵환자 맞춤형 통합관리 지침 안내,2024.05.31,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228220/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240531090527953&q_clsfNo=-1,결핵환자맞춤형통합관리지침
2024년 한센병사업관리지침,2024.05.31,2024,KDCA게시판+감염병포털,,8,https://www.kdca.go.kr/bbs/kdca/55/228219/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240531085924434&q_clsfNo=-1,한센병사업관리지침
2024 카바페넴 내성 장내세균목 항생제 사용 지침(전자용),2024.05.29,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228218/artclView.do,,2024카바페넴내성장내세균목항생제사용지침
시설별 설비별 레지오넬라증 관리 가이드라인,2024.05.20,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228217/artclView.do,,시설별설비별레지오넬라증관리가이드라인
2024년도 감염병 관리 사업 안내(일부개정),2024.05.13,2024,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/228216/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228180/artclView.do,감염병관리사업
2024년 호흡기감염병 관리지침,2024.05.09,2024,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/228215/artclView.do,,호흡기감염병관리지침
2024년도 예방접종 대상 감염병 관리 지침,2024.05.02,2024,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/228214/artclView.do,,예방접종대상감염병관리지침
엠폭스 치료제 사용 안내서 제3판,2024.04.30,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228213/artclView.do,,엠폭스치료제사용서
2024년 레지오넬라증 관리지침,2024.04.30,2024,KDCA게시판+감염병포털,,8,https://www.kdca.go.kr/bbs/kdca/55/228212/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240430171900726&q_clsfNo=-1,레지오넬라증관리지침
2024년도 바이러스 간염 관리지침,2024.04.29,2024,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/228211/artclView.do,,바이러스간염관리지침
‘국립결핵병원 치료·간병 통합지원 시범사업’ 시행 안내(2024.5.1.시행),2024.04.26,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228210/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240426093937340&q_clsfNo=-1,‘국립결핵병원치료간병통합지원시범사업’시행
폴리오 대응 지침(2024년 개정),2024.04.24,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228209/artclView.do,,폴리오대응지침
2024년도 엔테로바이러스 감염증·수족구병 관리지침,2024.04.19,2024,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/228208/artclView.do,,엔테로바이러스감염증수족구병관리지침
2024년도 수인성 및 식품매개감염병 관리지침,2024.04.19,2024,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/228207/artclView.do,,수인성식품매개감염병관리지침
「잠복결핵감염 관리 안내」,2024.04.11,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228206/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240411081008313&q_clsfNo=-1,잠복결핵감염관리
코로나19 예방접종 실시기준 개정 안내 (2024.4.15. 기준),2024.04.09,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228205/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228167/artclView.do,코로나19예방접종실시기준
2024년 엠폭스 대응지침 6판 안내,2024.04.05,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228204/artclView.do,,엠폭스대응지침6판
상호주의 원칙에 따른 코로나19 격리입원치료비 지원 국가 안내('24.4월),2024.03.29,2024,KDCA게시판,Y,5,https://www.kdca.go.kr/bbs/kdca/55/228203/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228186/artclView.do,상호주의원칙에따른코로나19격리입원치료비지원국가
「다제내성결핵 치료 신약 사전심사제」 일부개정 및 안내서 배포 알림,2024.03.29,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228202/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240329132858733&q_clsfNo=-1,다제내성결핵치료신약사전심사제일부서배포알림
2024년 성매개감염병 관리지침,2024.03.25,2024,KDCA게시판+감염병포털,,12,https://www.kdca.go.kr/bbs/kdca/55/228201/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240325155116350&q_clsfNo=-1,성매개감염병관리지침
2024년 HIV/AIDS 관리지침,2024.03.25,2024,KDCA게시판+감염병포털,,14,https://www.kdca.go.kr/bbs/kdca/55/228200/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240325155029768&q_clsfNo=-1,HIV/AIDS관리지침
「교정시설 결핵관리지침」(2024),2024.03.25,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228199/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240325083936144&q_clsfNo=-1,교정시설결핵관리지침
2024년 지역사회 통합건강증진사업 안내(심뇌혈관질환 예방관리),2024.03.21,2024,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/228198/artclView.do,,지역사회통합건강증진사업
2024년 시도 심뇌혈관질환 예방관리사업 안내,2024.03.21,2024,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/228197/artclView.do,,시도심뇌혈관질환예방관리사업
2024년도 말라리아 관리지침 및 복약수첩,2024.03.19,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228196/artclView.do,,말라리아관리지침복약수첩
2024년도 바이러스성 모기매개감염병 관리지침,2024.03.18,2024,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/228195/artclView.do,,바이러스성모기매개감염병관리지침
2024년도 인수공통감염병 관리지침,2024.03.18,2024,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/228194/artclView.do,,인수공통감염병관리지침
2024년도 크로이츠펠트-야콥병 관리지침,2024.03.18,2024,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/228193/artclView.do,,크로이츠펠트야콥병관리지침
2024년도 기생충감염병 관리지침,2024.03.18,2024,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/228192/artclView.do,,기생충감염병관리지침
2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,2024,KDCA게시판,Y,3,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do,,주요감염병매개모기방제지침
2024년도 진드기·설치류 매개 감염병 관리지침 발간 안내,2024.03.14,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228190/artclView.do,,진드기설치류매개감염병관리지침발간
「2024 국가결핵관리지침」 발간 안내,2024.03.13,2024,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228189/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240313093618575&q_clsfNo=-1,2024국가결핵관리지침발간
「2024년 찾아가는 결핵검진사업 세부안내」,2024.03.07,2024,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228187/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240307173951026&q_clsfNo=-1,찾아가는결핵검진사업세부
2024년 감염병관리시설 평가 지침,2024.02.23,2024,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228185/artclView.do,,감염병관리시설평가지침
2024년 고혈압·당뇨병 등록관리사업 표준실무지침,2024.02.22,2024,KDCA게시판,,12,https://www.kdca.go.kr/bbs/kdca/55/228184/artclView.do,,고혈압당뇨병등록관리사업표준실무지침
매독 신고 안내서,2024.02.16,2024,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/228183/artclView.do,,매독신고서
생물테러 대비 및 대응지침,2024.02.07,2024,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228182/artclView.do,,생물테러대비대응지침
홍역 대응 지침(2024년 개정),2024.02.06,2024,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/228181/artclView.do,,홍역대응지침
｢결핵 진료지침(5판)｣(2024),2024.01.31,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228178/artclView.do,,｢결핵진료지침｣
2024년 결핵진료지침 5판,2024.01.31,2024,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240131171500902&q_clsfNo=-1,,결핵진료지침5판
2024년 국가지정 입원치료병상 운영과 관리 지침,2024.01.09,2024,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/228175/artclView.do,,국가지정입원치료병상운영과관리지침
2024년 제1급감염병 중동호흡기증후군(MERS)중증급성호흡기증후군(SARS) 대응지침(2024.1월),2023.12.29,2024,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228173/artclView.do,,제1급감염병중동호흡기증후군중증급성호흡기증후군대응지침
2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,2024,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do,,제1급감염병두창，페스트，탄저，보툴리눔독소증，야토병대응지침
2024년도 의료관련감염병 관리지침,2023.12.29,2024,KDCA게시판+감염병포털,,10,https://www.kdca.go.kr/bbs/kdca/55/228169/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20231229171954294&q_clsfNo=-1,의료관련감염병관리지침
"2024년 국가예방접종 지원사업 관리지침(보건소용,의료기관용) 일부개정",2023.12.18,2024,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228166/artclView.do,,국가예방접종지원사업관리지침일부
고위험병원체 취급 및 보존 안전관리 가이드(2023),2026.04.10,2023,KDCA게시판,Y,3,https://www.kdca.go.kr/bbs/kdca/55/310715/artclView.do,,고위험병원체취급보존안전관리가이드
2023년도 감염병 역학조사 연보,2024.12.02,2023,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/228250/artclView.do,,감염병역학조사연보
군중모임행사 감염병 대비·대응 표준운영절차(2023년 개정),2024.03.08,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228188/artclView.do,,군중모임행사감염병대비대응표준운영절차
"「풍수해(태풍·호우, 대설) 감염병 대응 매뉴얼(2023년판)」",2024.01.24,2023,KDCA게시판,Y,4,https://www.kdca.go.kr/bbs/kdca/55/228177/artclView.do,,풍수해감염병대응매뉴얼
2023-2024절기 인플루엔자 관리 지침,2024.01.10,2023,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228176/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20240110132703995&q_clsfNo=-1,20232024절기인플루엔자관리지침
상호주의 원칙에 따른 코로나19 격리입원치료비 지원 국가 안내('24.1월),2023.12.29,2023,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/228174/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228164/artclView.do,상호주의원칙에따른코로나19격리입원치료비지원국가
「국립보건연구원 연구개발과제 및 성과 관리지침」 개정 안내(23.12.7),2023.12.28,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228168/artclView.do,,국립보건연구원연구개발과제성과관리지침
코로나19 예방접종 실시기준 및 FAQ 개정 안내 (2023.12.18. 기준),2023.12.18,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228165/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228154/artclView.do,코로나19예방접종실시기준FAQ
시설별 인플루엔자 관리 지침(사업장용),2023.11.22,2023,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228163/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228162/artclView.do,시설별인플루엔자관리지침
코로나19 예방접종 실시기준 변경사항 안내,2023.10.31,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228159/artclView.do,,코로나19예방접종실시기준변경사항
2023 성인 병원획득 폐렴 진료 및 항생제 사용 지침(전자용),2023.10.20,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228157/artclView.do,,2023성인병원획득폐렴진료항생제사용지침
2023년 중증열성혈소판감소증후군(SFTS) 진료지침(의료인용)(2판) 안내,2023.10.20,2023,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228156/artclView.do,,중증열성혈소판감소증후군진료지침
